SRR15860041	P3_CTCF_Rep1	P3_CTCF
SRR15860042	P3_CTCF_Rep2	P3_CTCF
SRR15860053	P3_H3K27ac_Rep1	P3_H3K27ac
SRR15860054	P3_H3K27ac_Rep2	P3_H3K27ac
